Soilcolor,Soil_pH,Potassium,Phosphorus,Zinc,Sulphur,Nitrogen,Annual_Humidity,Annual_Temperature,Annual_Precipitation,WindDirection_10m,Topsoil_Moisture,Cloud_Amount,WindSpeed_2m_Range,Pressure,label
black,5.08,2.51,0.78,0.51,1.38,0.13,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
gray,6.9,2.04,0.78,0.31,0.8,0.13,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
black,5.8,2.26,0.62,0.43,1.01,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
black,5.38,2.21,0.9,0.36,1.08,0.23,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
brown,5.41,2.41,0.7,0.23,0.95,0.23,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
brown,5.8,2.76,1.08,0.54,0.95,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.4,2.2,0.6,0.46,1.2,0.15,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.75,1.99,0.48,0.32,1.28,0.23,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
brown,5.52,2.49,1.04,0.57,1.3,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,4.99,1.81,1.15,0.23,1.23,0.23,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
red,5.37,2.38,0.49,0.36,1.01,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.8,2.78,1.36,0.71,1.15,0.2,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.8,2.44,1.15,0.36,0.9,0.2,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
black,5.71,2.33,0.6,0.43,0.85,0.23,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
brown,6.15,2.72,1.18,0.86,1.08,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
black,5.85,2.56,0.9,0.48,1.11,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
black,5.8,1.63,0.95,0.3,1.15,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
black,5.85,2.52,1.26,0.58,0.85,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
black,5.85,2.56,0.6,0.38,1.28,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
black,5.85,2.62,1.18,0.48,1,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
black,5.85,2.34,0.95,0.48,1.08,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.55,2.41,0.9,0.32,1.34,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.38,2.22,0.7,0.34,1.04,0.23,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
gray,5.7,2.08,0.48,0.32,1.08,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.85,1.94,0.48,0.32,0.9,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.8,1.94,0.6,0.32,0.9,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
other,6.17,2.45,0.9,0.81,1.26,0.08,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
black,4.6,2,0.95,0.23,1.38,0.23,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
brown,5.28,1.99,0.78,0.26,1,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,6.1,2.1,0.6,0.3,0.95,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,6.74,2.12,0.48,0.45,1,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.8,2.22,0.69,0.48,0.55,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,6.45,2.55,0.48,0.43,1.08,0.08,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.33,1.95,0.6,0.18,1.18,0.23,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
brown,5.48,1.87,0.3,0.15,1.23,0.23,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
brown,5.81,2.1,0.6,0.45,0.9,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,6.74,2.1,0.6,0.46,1,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,6.74,2.57,0.6,0.41,1,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
black,6.74,2.41,0.48,0.43,0.85,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.85,2.03,0.69,0.36,0.69,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.8,2.01,0.78,0.26,0.85,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.8,2.32,0.7,0.45,0.78,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
other,5.8,2.24,0.7,0.36,0.95,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
other,6.11,2.45,0.48,0.41,1.04,0.07,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,6,1.9,0.6,0.32,0.85,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.6,2.19,0.49,0.35,1.08,0.08,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.82,1.87,0.3,0.15,1.23,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
black,5.83,2.45,1,0.51,0.95,0.23,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
brown,5.06,2.31,0.6,0.34,1,0.23,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
brown,5.85,2.98,1.97,1.05,0.91,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.86,2.34,0.6,0.49,0.9,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.85,2.44,0.6,0.6,0.95,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.8,2.78,1.41,0.52,0.9,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
black,5.84,2.45,1,0.41,1.08,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
black,5.15,2,0.6,0.2,1.2,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.57,1.92,0.44,0.43,0.79,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.85,2.35,0.85,0.3,1.04,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
black,5.64,1.94,0.64,0.41,0.71,0.23,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
brown,5.8,2.24,0.67,0.58,0.88,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,6.37,2.16,0.7,0.32,0.85,0.11,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.4,2.33,0.6,0.18,1.08,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.8,2.57,0.9,0.46,0.85,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
gray,6.37,2.38,0.95,0.36,0.9,0.11,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
gray,5.45,2.39,0.78,0.56,1.08,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.1,2.38,0.95,0.34,0.85,0.3,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
gray,5.43,2.1,0.56,0.59,1.04,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.1,2.25,0.6,0.4,0.9,0.3,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
black,5.68,2.33,0.62,0.41,0.75,0.08,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.4,2.12,0.48,0.23,0.95,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.48,2.18,0.3,0.15,1.23,0.23,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
black,5.78,2.32,0.6,0.3,0.85,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.4,2.31,0.85,0.52,0.78,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.5,2.49,0.6,0.36,1.23,0.2,11.01,16.91,26.87,0.06,0.7,48.62,6.21,81.38,Wheat
red,5,2.41,0.6,0.41,1.23,0.17,11.01,16.91,26.87,0.06,0.7,48.62,6.21,81.38,Wheat
red,5,2.42,0.6,0.34,1.26,0.16,11.01,16.91,26.87,0.06,0.7,48.62,6.21,81.38,Wheat
brown,6.24,2.95,1.27,0.64,1.23,0.13,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.3,1.88,0.3,0.23,1.18,0.02,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,4.9,1.94,0.48,0.36,1.15,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
gray,5.42,1.77,1.43,0.2,1.04,0.23,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
brown,5.67,2.38,0.9,0.51,1,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
black,5.67,2.72,1.32,0.58,1.25,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
black,5.67,3.02,1.74,0.86,1.06,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.4,2.72,0.95,0.49,1.4,0.13,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,6.1,2.74,1.2,0.54,1.04,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.88,2.62,0.85,0.38,1.11,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,5.8,2.8,1.11,0.53,1.2,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.98,2.21,1.08,0.46,0.85,0.18,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.3,2.19,1,0.34,1.32,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.27,2.76,1.62,0.57,1.34,0.22,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
brown,5.8,2,0.75,0.44,1.19,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.69,2.55,1.93,0.72,1.04,0.23,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
gray,6.3,2.43,1.46,0.36,0.9,0,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
brown,5.8,2.75,1.46,0.51,1.08,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.85,2.8,1.3,0.94,1.19,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.8,2.47,0.7,0.46,1,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.45,2.47,0.48,0.32,1.15,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.45,3.02,1.99,1.06,1.36,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,6.37,2.68,1.17,0.58,0.93,0.11,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,6.37,2.19,1.18,0.41,0.9,0.11,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.45,2.62,1.09,0.62,1.06,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.8,2.23,0.3,0.38,0.9,0.1,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
black,5.7,2.55,0.7,0.34,0.9,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
black,6.4,2.59,0.85,0.36,1,0.05,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
black,8.1,2.61,0.6,0.3,0.9,0.03,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,5.5,2.58,0.7,0.4,0.9,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
black,6.95,2.5,0.48,0.36,0.95,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
black,6.56,2.49,0.48,0.32,0.78,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
black,7.7,2.5,0.6,0.26,0.78,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
black,5.8,2.45,0.48,0.32,0.85,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.1,2.46,0.9,0.38,1.18,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
black,6.3,2.62,0.18,0.4,0.6,0.07,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
black,7.5,2.56,0.48,0.28,0.7,0.12,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
black,5.8,2.56,0.3,0.26,0.7,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.1,2.27,0.48,0.38,1.18,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,6.2,2.23,0.9,0.34,1,0.14,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
brown,5.7,2.05,0.7,0.52,1.11,0.16,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,6.4,2.75,1.54,0.66,0.9,0.13,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
red,5.6,2.79,0.95,0.4,1.18,0.14,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.5,2.51,0.7,0.32,1.15,0.12,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
brown,5.5,2.49,0.7,0.4,0.95,0.15,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
red,5.4,2.76,0.78,0.41,1.18,0.13,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
brown,5.2,2.51,0.85,0.38,1.2,0.11,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.1,2.65,0.7,0.36,1.2,0.14,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.3,2.65,0.78,0.45,1.11,0.14,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
red,5.6,2.82,0.9,0.48,1.08,0.15,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.5,2.65,0.85,0.36,1.15,0.16,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.2,2.73,0.78,0.34,1.23,0.18,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
brown,6.2,2.85,1.34,0.53,0.9,0.15,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
black,6.4,2.72,1.79,0.82,0.9,0.23,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
red,5.3,2.31,0.7,0.36,1.26,0.18,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
red,5.4,2.65,0.85,0.4,1.23,0.2,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
red,5.2,2.61,0.85,0.48,1.18,0.22,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
red,5.2,2.68,0.6,0.46,1.2,0.22,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
red,5.9,2.88,1.77,0.84,0.95,0.24,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
red,5.1,2.51,0.9,0.41,1.28,0.22,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
red,5.2,2.62,0.78,0.32,1.26,0.2,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.26,2.32,0.51,0.18,1.28,0.19,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.4,2.62,0.85,0.41,1.28,0.21,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
red,5.6,2.78,0.7,0.4,1.2,0.2,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
red,5.2,2.56,0.6,0.36,1.32,0.21,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5,2.62,0.6,0.43,1.34,0.23,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.2,2.55,0.7,0.43,1.3,0.23,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.34,1.88,0.62,0.41,1.29,0.18,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.12,2.14,0.55,0.34,1.34,0.06,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.7,2.34,0.6,0.36,1.11,0.16,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.4,2.16,0.72,0.19,1.18,0.19,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.86,2.62,1.16,0.48,1.09,0.21,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.21,2.71,0.44,0.35,1.26,0.23,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.58,2.59,0.73,0.52,1.17,0.2,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.5,2.5,0.78,0.43,1.11,0.19,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
red,5.4,2.33,0.6,0.32,1.32,0.19,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
brown,5.35,2.76,1.03,0.44,1.2,0.17,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.57,2.76,1.17,0.52,1.19,0.16,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.18,2.63,0.73,0.26,1.24,0.22,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.5,2.63,0.49,0.36,1.18,0.22,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.78,2.66,0.51,0.42,1.01,0.15,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.92,2.47,0.51,0.41,1.15,0.19,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.25,2.68,0.76,0.36,1.24,0.18,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.1,2.56,0.48,0.43,1.11,0.21,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
red,5.08,2.57,0.79,0.34,1.16,0.23,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.1,2.75,0.5,0.44,1.29,0.24,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.4,2.59,0.48,0.32,1.23,0.15,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Wheat
red,5.18,2.57,0.75,0.29,1.22,0.18,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.06,2.24,0.51,0.4,1.29,0.18,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
red,5.2,2.4,0.63,0.4,1.33,0.2,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Wheat
black,6.56,2.48,0.93,0.4,0.96,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.13,2.65,0.64,0.48,1.36,0.24,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.39,2.17,0.39,0.18,1.26,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.06,2.62,0.52,0.28,1.27,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.19,2.13,0.18,0.35,1.32,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.02,2.57,0.79,0.43,1.23,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5,2.47,0.9,0.43,1.29,0.26,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5,2.68,0.76,0.44,1.22,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,4.94,2.64,0.67,0.56,1.26,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.35,2.76,0.96,0.53,1.35,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.89,2.78,0.96,0.49,1.07,0.11,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.4,2.64,0.48,0.32,1.23,0.22,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.15,2.47,0.25,0.27,1.14,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.26,2.8,0.7,0.51,1.28,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.14,2.72,0.75,0.45,1.14,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.09,2.58,0.32,0.44,1.51,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,7.2,3.33,2.85,1.33,1.2,0.35,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.37,2.73,0.47,0.61,1.16,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.6,2.33,0.6,0.34,1.23,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.35,2.75,0.49,0.51,1.18,0.22,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.21,2.79,0.55,0.74,1.24,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.13,2.72,0.53,0.45,1.18,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.3,2.21,0.5,0.27,1.21,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,4.77,2.47,0.49,0.44,1.38,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.83,2.67,0.37,0.53,0.99,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.42,2.69,0.68,0.38,1.11,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.28,2.5,1.19,0.57,1,0.2,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.23,2.06,1.08,0.36,1.16,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,6.1,2.71,0.9,0.45,1.32,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.52,2.6,0.3,0.41,1.12,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.29,2.28,0.65,0.37,1.21,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.7,2.64,0.3,0.3,1.3,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
other,7.1,3.25,2.84,1.17,1.28,0.24,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.03,2.42,0.47,0.35,1.38,0.27,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,6.1,2.63,0.92,0.52,1.17,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,4.71,2.63,0.14,0.12,0.47,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.3,2.37,1.15,0.43,1.23,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,5.65,2.37,0.56,0.38,1.1,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.1,2.19,0.6,0.23,1.34,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.2,2.38,0.9,0.37,1.29,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.23,2.61,0.47,0.6,1.24,0.2,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.1,2.48,0.85,0.28,1.23,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.44,2.49,0.45,0.51,1.1,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.3,2.39,0.78,0.48,1.23,0.15,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.52,2.03,0.27,0.04,1.04,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.5,2.33,0.48,0.38,1.11,0.11,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.36,2,0.26,0.19,1.13,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,6.35,2.55,0.85,0.24,0.97,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.5,2.79,0.7,0.52,1.34,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
black,5.7,2.39,0.6,0.52,1,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
black,6,2.35,0.28,0.34,0.85,0.12,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
brown,5.4,2.34,0.78,0.41,1.26,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.24,2.17,0.04,0.33,1.01,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,6.07,2.1,0.88,0.39,1.01,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
